recipe_id,title,ingredients
250,دمنوش زیره سیاه,mt-blackcumin|mt-water
251,دمنوش نعنا,mt-mint|mt-water
252,دمنوش مرزنجوش,mt-marjoram|mt-water
253,دمنوش زیره سبز,mt-water|mt-cumin
254,دمنوش میخک,mt-clove|mt-water
255,دمنوش برگ بو,mt-water|mt-smellleaf
256,دمنوش پونه کوهی,mt-oreganoororegano|mt-water
257,دمنوش فراسیون,mt-Frasion|mt-water
258,دمنوش رازیانه,mt-water|mt-fennel
259,دمنوش زرشک,mt-barberry|mt-water
260,دمنوش نعناع و دارچین,mt-water|mt-cinnamon|mt-mint
261,املت کالباس,mt-blackpepper|mt-cowmilk|mt-Sausages|mt-eggs|mt-salt
262,تست پنیر و گوجه,mt-blackpepper|mt-garlic|mt-korea|mt-toast|mt-tomatoes|mt-thyme|mt-jafari|mt-salt|mt-cheese
263,املت گل کلم,mt-whiteflour|mt-blackpepper|mt-cauliflower|mt-onion|mt-salt|mt-water|mt-cowmilk|mt-liquidoil|mt-eggs
264,پوره میوه,mt-cowmilk|mt-raisins|mt-appletree|mt-banana
265,دسر سوهان,mt-Animal-Oil|mt-golab|mt-whiteflour|mt-saffron|mt-korea|mt-push|mt-Wheat-germ-flour|mt-eggs|mt-sugar|mt-water
266,صبحانه پادشاه,mt-blackpepper|mt-onionpowder|mt-liquidoil|mt-garlicpowder|mt-salt|mt-korea|mt-eggs|mt-tomatopaste|mt-tomatoes
267,املت صیفی جات,mt-onion|mt-salt|mt-eggplant|mt-liquidoil|mt-bellpepper|mt-blackpepper|mt-tomatoes|mt-eggs|mt-turmeric
268,ساندویچ تخم مرغ با سس,mt-blackpepper|mt-toast|mt-onion|mt-water|mt-jafari|mt-salt|mt-eggs|mt-greenpepper|mt-ketchup|mt-mayonnaise
269,اردو پنیر و گردو,mt-walnut|mt-mozzarellacheese|mt-blackpepper|mt-salt|mt-jafari|mt-eggs|mt-liquidoil
270,سیب خامه ای,mt-sugar|mt-cocoapowder|mt-mascarponecheese|mt-water|mt-sugarpowder|mt-appletree|mt-cream
271,املت قیسی,mt-korea|mt-qiesi|mt-eggs|mt-salt|mt-cowmilk|mt-cinnamon|mt-grapejuice|mt-sesame
272,ساندویچ تخم مرغ,mt-blackpepper|mt-Hamburger-Bread|mt-jafari|mt-tomatoes|mt-korea|mt-eggs|mt-salt
273,اردو با تن ماهی,mt-mayonnaise|mt-blackpepper|mt-eggs|mt-cannedtuna|mt-lemonjuice|mt-salt|mt-aromaticherbs
274,خاگینه پیاز و سبزی,mt-greenbellpepper|mt-cowmilk|mt-turmeric|mt-liquidoil|mt-aromaticherbs|mt-salt|mt-whiteflour|mt-blackpepper|mt-eggs|mt-scallion|mt-onion
275,خاگینه شیره,mt-grapejuice|mt-liquidoil|mt-eggs|mt-blackpepper|mt-whiteflour|mt-salt
276,رولت خرما و تخم مرغ,mt-blackpepper|mt-walnut|mt-liquidoil|mt-salt|mt-dates|mt-eggs
277,رولت مغز,mt-turmeric|mt-eggs|mt-whiteflour|mt-korea|mt-liquidoil|mt-water|mt-cowmilk|mt-salt|mt-Sheep-Brain|mt-vinegar|mt-onion|mt-blackpepper
278,املت میگو,mt-blackpepper|mt-shrimp|mt-onion|mt-turmeric|mt-salt|mt-liquidoil|mt-eggs
279,رولت تخم مرغ و گوشت,mt-turmeric|mt-whiteflour|mt-eggs|mt-onion|mt-salt|mt-mincedmeat|mt-blackpepper|mt-tomatopaste|mt-liquidoil
280,دسر ورمیشل,mt-cream|mt-sugar|mt-korea|mt-almondslice|mt-coconutpowder|mt-push|mt-vermicelli|mt-raisins|mt-cowmilk
281,کاچی,mt-sugar|mt-saffron|mt-grapejuice|mt-water|mt-push|mt-cinnamon|mt-walnut|mt-korea|mt-whiteflour|mt-almondslice|mt-golab
282,املت هویج,mt-liquidoil|mt-eggs|mt-carrot|mt-water|mt-push|mt-sugar|mt-almondslice|mt-whiteflour|mt-pineapple|mt-salt|mt-cowmilk|mt-blackpepper|mt-saffron|mt-cinnamon
283,دسر کدو حلوایی,mt-golab|mt-icecream|mt-push|mt-squash|mt-sugar|mt-walnut|mt-grapejuice|mt-saffron|mt-korea|mt-water|mt-cinnamon
284,املت شکر,mt-blackpepper|mt-eggs|mt-liquidoil|mt-whiteflour|mt-cowmilk|mt-sugar|mt-salt
285,لبو عسلی,mt-water|mt-Candy|mt-redbeetroot
286,دسر کاسترد,mt-Custard|mt-golab|mt-sugar|mt-cowmilk
287,املت کلم سفید,mt-onion|mt-salt|mt-eggs|mt-turmeric|mt-blackpepper|mt-liquidoil|mt-mozzarellacheese|mt-whitecabbage
288,گوجه بادمجان,mt-water|mt-tomatopaste|mt-eggplant|mt-salt|mt-blackpepper|mt-sourgrapejuice|mt-tomatoes|mt-turmeric|mt-liquidoil
289,بلال مکزیکی,mt-sugar|mt-salt|mt-blackpepper|mt-parmesancheese|mt-korea|mt-cowmilk|mt-water|mt-mustardsauce|mt-Bilal|mt-paprika|mt-thyme
290,وافل,mt-whiteflour|mt-bakingpowder|mt-sugar|mt-eggs|mt-liquidoil|mt-vanilla|mt-salt|mt-cowmilk
291,اسنک اسفناج و پنیر,mt-salt|mt-blackpepper|mt-spinach|mt-toast|mt-mozzarellacheese
292,حلیم جو,mt-sugar|mt-oatsflask|mt-cinnamon|mt-salt|mt-water|mt-korea
293,املت کدو سبز,mt-salt|mt-liquidoil|mt-eggs|mt-greensquash|mt-blackpepper
294,سالاد فصل,mt-salt|mt-greencucumber|mt-blackpepper|mt-redcabbageleaves|mt-lettuce|mt-lemonjuice|mt-mayonnaise|mt-carrot|mt-tomatoes|mt-whitecabbage
295,گل کلم سوخاری,mt-breadcrumbflour|mt-vinegar|mt-fryingoil|mt-cauliflower|mt-whiteflour|mt-eggs|mt-cowmilk|mt-salt|mt-water
296,نان و پنیر و گردو,mt-cheese|mt-walnut|mt-typesofbread
297,نان و پنیر و حلوا ارده,mt-typesofbread|mt-Halva-Ardeh|mt-cheese
298,نان و پنیر و سبزی,mt-cheese|mt-Vegetable-eating|mt-typesofbread
299,نان و پنیر و مربا,mt-Jam|mt-cheese|mt-typesofbread
300,نان و حلوا ارده و عسل,mt-Halva-Ardeh|mt-honey|mt-typesofbread
301,نان و کره و مربا,mt-Jam|mt-typesofbread|mt-korea
302,نان و پنیر و خرما,mt-typesofbread|mt-cheese|mt-dates
303,خمیر پیتزا (نازک),mt-salt|mt-Corn-Flour|mt-liquidoil|mt-whiteflour|mt-water|mt-doughbread|mt-cornstarch|mt-sugar
304,سالاد هویج و زیتون,mt-redpepper|mt-pomegranatepaste|mt-carrot|mt-olive|mt-walnut|mt-oliveoil|mt-ketchup|mt-savory
305,سالاد شیرازی,mt-driedmint|mt-sourgrapejuice|mt-tomatoes|mt-greencucumber|mt-salt|mt-onion
306,شنیتسل ماهی,mt-breadcrumbflour|mt-jafari|mt-blackpepper|mt-mayonnaise|mt-pickles|mt-blackpepper|mt-lemonjuice|mt-onion|mt-mustardsauce|mt-whiteflour|mt-eggs|mt-fishfillet|mt-blackpepper|mt-salt|mt-salt|mt-liquidoil|mt-cowmilk
307,ماهی قزل آلا با زعفران,mt-korea|mt-salt|mt-sugar|mt-salmon|mt-blackpepper|mt-yogurt|mt-onion|mt-cream|mt-grapevinegar|mt-saffron|mt-digger|mt-turmeric
308,ماهی کاری,mt-blackcumin|mt-cinnamon|mt-onion|mt-salt|mt-coriander|mt-redpepper|mt-fishfillet|mt-push|mt-mustardpowder|mt-yogurt|mt-garlic|mt-blackpepper|mt-tomatoes|mt-salt|mt-water|mt-clove|mt-turmeric|mt-liquidoil
309,گولاش ماهی,mt-salt|mt-salt|mt-fishfillet|mt-tomatopaste|mt-onion|mt-blackpepper|mt-liquidoil|mt-water|mt-paprika|mt-blackpepper
310,ماهی استراگانف,mt-onion|mt-salt|mt-fishfillet|mt-blackpepper|mt-mustardpowder|mt-liquidoil|mt-thyme|mt-mushrooms|mt-jafari|mt-cream|mt-yogurtabstract
311,ماهی با نارنج و گلپر,mt-fishfillet|mt-blackpepper|mt-korea|mt-angelica|mt-salt|mt-sourorangejuice
312,ماهی با قارچ,mt-bellpepper|mt-korea|mt-sugar|mt-blackpepper|mt-grapevinegar|mt-salt|mt-salmon|mt-onion|mt-mushrooms|mt-lemon
313,ماهی موپلاه,mt-turmeric|mt-corianderseeds|mt-tomatoes|mt-greenpepper|mt-liquidoil|mt-onion|mt-coriander|mt-grahammasala|mt-salt|mt-freshginger|mt-garlic|mt-fishfillet|mt-tomatopaste|mt-blackpepper|mt-water
314,ماهی با سس ارده,mt-salt|mt-liquidoil|mt-digger|mt-lemonjuice|mt-fishfillet|mt-garlic|mt-redpepper|mt-onion|mt-ardeh
315,ماهی در شیر,mt-salt|mt-blackpepper|mt-korea|mt-fishfillet|mt-breadcrumbflour|mt-cowmilk
316,ماهی با لیمو و خامه,mt-fishfillet|mt-lemonjuice|mt-cream|mt-salt|mt-whiteflour|mt-liquidoil|mt-blackpepper
317,ماهی سیر داغ,mt-water|mt-fishfillet|mt-garlic|mt-whiteflour|mt-sourorangejuice|mt-liquidoil|mt-blackpepper|mt-turmeric|mt-salt
318,میگو سرخ کرده با سس چیلی,mt-salt|mt-water|mt-breadcrumbflour|mt-onion|mt-liquidoil|mt-salt|mt-liquidoil|mt-shrimp|mt-tomatopaste|mt-garlic|mt-redpepper|mt-almond|mt-blackpepper
319,میگو سرخ کرده پفکی,mt-almond|mt-yogurt|mt-lemonjuice|mt-redpepper|mt-breadcrumbflour|mt-liquidoil|mt-onion|mt-tomatopaste|mt-blackpepper|mt-salt|mt-liquidoil|mt-turmeric|mt-water|mt-shrimp|mt-garlic|mt-onion|mt-salt|mt-whiteflour
320,ماهی شکم پر مازندران,mt-blackpepper|mt-walnut|mt-onion|mt-angelica|mt-salt|mt-pomegranatepaste|mt-Special-Vegetables
321,خوراک مرغ زعفرانی,mt-chickenmeat|mt-liquidoil|mt-push|mt-salt|mt-onion|mt-smellleaf|mt-turmeric|mt-blackpepper|mt-saffron|mt-cinnamon
322,خوراک مرغ لقمه‌ای زعفرانی,mt-liquidoil|mt-turmeric|mt-saffron|mt-push|mt-salt|mt-onion|mt-blackpepper|mt-chickenbreastmeat
323,خوراک مرغ و سویا سس,mt-garlicpowder|mt-onion|mt-blackpepper|mt-liquidoil|mt-chickenbreastmeat|mt-soysauce|mt-jafari|mt-salt|mt-lemon
324,خوراک مرغ و صیفی جات,mt-thyme|mt-chickenmeat|mt-salt|mt-blackpepper|mt-carrot|mt-jafari|mt-cream|mt-mushrooms|mt-tarragon|mt-corn|mt-greensquash|mt-garlic|mt-liquidoil|mt-celery|mt-onion
325,خوراک مرغ با پیاز و قارچ,mt-lemon|mt-eggs|mt-clove|mt-onion|mt-garlic|mt-jafari|mt-blackpepper|mt-chickenmeat|mt-whiteflour|mt-cream|mt-mushrooms|mt-cinnamon|mt-salt|mt-liquidoil|mt-nutmeg
326,خوراک مرغ و سیب,mt-chickenmeat|mt-sugar|mt-chickenextract|mt-cinnamon|mt-appletree|mt-korea|mt-water|mt-blackpepper|mt-whiteflour|mt-onion|mt-salt
327,خوراک مرغ با پوره پیاز,mt-cowmilk|mt-celery|mt-onion|mt-korea|mt-salt|mt-smellleaf|mt-carrot|mt-chickenbreastmeat|mt-water|mt-liquidoil|mt-jafari|mt-whiteflour|mt-leeks|mt-mint|mt-blackpepper|mt-onion|mt-salt
328,ترش کباب,mt-tomatoes|mt-salt|mt-chickenbreastmeat|mt-sourgrapejuice|mt-turmeric|mt-onion|mt-blackpepper|mt-water|mt-tomatopaste|mt-liquidoil|mt-potato|mt-eggplant
329,مرغ لَوَنگی,mt-turmeric|mt-walnut|mt-blackpepper|mt-onion|mt-liquidoil|mt-chickenmeat|mt-water|mt-salt|mt-Paste-of-Plum|mt-tomatoes|mt-cinnamon|mt-sourgrapejuice
330,شورب یا شوربا,mt-salt|mt-blackpepper|mt-tandoorispice|mt-onion|mt-liquidoil|mt-turmeric|mt-water|mt-whiteflour|mt-chickenmeat
331,مرغ و سیب زمینی با سس کره و سیر,mt-potato|mt-greenpepper|mt-chickenbreastmeat|mt-garlic|mt-basil|mt-thyme|mt-soysauce|mt-rosemary|mt-oliveoil|mt-korea|mt-blackpepper|mt-salt|mt-ketchup
332,خوراک مرغ لیمویی,mt-lemonjuice|mt-chickenextract|mt-chickenmeat|mt-cornstarch|mt-rosemary|mt-basil|mt-lemon|mt-korea|mt-water|mt-garlic
333,مرغ سرخ کرده ژاپنی,mt-starchpowder|mt-gingerpowder|mt-liquidoil|mt-soysauce|mt-chickenmeat
334,خوراک مرغ در گردو,mt-thyme|mt-paprika|mt-walnut|mt-sugarpowder|mt-gingerpowder|mt-eggs|mt-salt|mt-whiteflour|mt-liquidoil|mt-breadcrumbflour|mt-garlicpowder|mt-chickenmeat|mt-blackpepper|mt-cowmilk
335,مرغ در شیر نارگیل,mt-chickenmeat|mt-onion|mt-coconutmilk|mt-gingerpowder|mt-korea|mt-cuminseeds|mt-greenpepper|mt-lemon|mt-garlic|mt-blackpepper|mt-salt|mt-almond
336,مرغ در سس پیاز و سرکه,mt-smellleaf|mt-water|mt-sugar|mt-salt|mt-redpepper|mt-korea|mt-onion|mt-grapevinegar|mt-chickenbreastmeat
337,خوراک مرغ پرتقالی,mt-onion|mt-blackpepper|mt-liquidoil|mt-korea|mt-chickenmeat|mt-barberry|mt-salt|mt-saffron|mt-honey|mt-orangejuice
338,خوراک مرغ و قارچ چینی,mt-mungbeansprouts|mt-cinnamon|mt-mushrooms|mt-fennel|mt-blackpepper|mt-soysauce|mt-scallion|mt-gingerpowder|mt-liquidoil|mt-chickenbreastmeat
339,خوراک مرغ با سس مخصوص,mt-honey|mt-paprika|mt-thyme|mt-blackpepper|mt-lemonjuice|mt-garlicpowder|mt-salt|mt-oliveoil|mt-driedbasil|mt-ketchup|mt-liquidoil|mt-chickenbreastmeat|mt-garlic|mt-sumac|mt-mustardpowder|mt-scallion|mt-balsamicvinegar
340,خوراک مرغ و بادمجان,mt-liquidoil|mt-onion|mt-eggplant|mt-tomatoes|mt-salt|mt-bellpepper|mt-blackpepper|mt-chickenbreastmeat
341,سالاد ماکارونی,mt-ham|mt-corn|mt-lemonjuice|mt-carrot|mt-thyme|mt-mayonnaise|mt-mustardsauce|mt-blackpepper|mt-pickles|mt-peas|mt-formipasta|mt-salt
342,سالاد پاییزی,mt-salt|mt-lemonjuice|mt-pomegranate|mt-mayonnaise|mt-carrot|mt-redcabbageleaves|mt-blackpepper
343,ارده و تخم مرغ,mt-lemonjuice|mt-garlic|mt-ardeh|mt-blackcumin|mt-jafari|mt-oliveoil|mt-salt|mt-coriander|mt-eggs
344,ارده و ماست,mt-blackpepper|mt-lemonjuice|mt-garlic|mt-coriander|mt-yogurt|mt-salt|mt-ardeh
345,ایکرا,mt-salt|mt-oliveoil|mt-blackpepper|mt-tomatoes|mt-eggplant|mt-onion|mt-liquidoil
346,باباغنوج,mt-salt|mt-tomatoes|mt-pomegranatepaste|mt-walnut|mt-blackpepper|mt-eggplant|mt-bellpepper|mt-lemonjuice|mt-onion|mt-oliveoil
347,حُمص با گوشت,mt-water|mt-ardeh|mt-blackpepper|mt-blackpepper|mt-lemonjuice|mt-mincedmeat|mt-salt|mt-pea|mt-garlic|mt-salt|mt-onion|mt-garlic|mt-turmeric|mt-yogurt|mt-almondslice|mt-nutmeg|mt-oliveoil
348,حُمص محمره,mt-ardeh|mt-oliveoil|mt-salt|mt-garlic|mt-blackpepper|mt-bellpepper|mt-tomatoes|mt-oliveoil|mt-garlic|mt-pea|mt-lemonjuice|mt-paprika|mt-water|mt-blackpepper|mt-yogurt|mt-salt
349,دیپ قارچ,mt-oreganoororegano|mt-mayonnaise|mt-garlic|mt-salt|mt-redpepper|mt-mushrooms|mt-walnut
350,فطایر گوشت و قارچ,mt-mushrooms|mt-whiteflour|mt-onion|mt-blackpepper|mt-salt|mt-cowmilk|mt-bellpepper|mt-salt|mt-sugar|mt-tomatopaste|mt-cowmilk|mt-turmeric|mt-oliveoil|mt-mincedmeat|mt-doughbread|mt-korea|mt-eggs|mt-thyme
351,فطایر مرغ و قارچ,mt-bellpepper|mt-eggs|mt-doughbread|mt-cowmilk|mt-redpepper|mt-blackpepper|mt-korea|mt-oliveoil|mt-turmeric|mt-salt|mt-salt|mt-onion|mt-chickenbreastmeat|mt-tandoorispice|mt-oliveoil|mt-whiteflour|mt-cowmilk|mt-sugar
352,فطایر اسفناج و پنیر,mt-blackpepper|mt-eggs|mt-korea|mt-cheese(creamcheese)|mt-salt|mt-cowmilk|mt-sugar|mt-walnut|mt-doughbread|mt-corianderseeds|mt-oliveoil|mt-whiteflour|mt-cowmilk|mt-spinach|mt-salt
353,فطایر خرما و گردو,mt-sesame|mt-doughbread|mt-korea|mt-cowmilk|mt-cinnamon|mt-sugar|mt-walnut|mt-dates|mt-push|mt-whiteflour|mt-cowmilk|mt-korea|mt-salt|mt-oliveoil|mt-eggs
354,قارچ کاراملی,mt-balsamicvinegar|mt-water|mt-mushrooms|mt-oliveoil|mt-soysauce|mt-starchpowder|mt-garlic|mt-blackpepper|mt-honey
355,کاپوناتا,mt-blackpepper|mt-garlic|mt-bellpepper|mt-eggplant|mt-tomatoes|mt-basil|mt-salt|mt-liquidoil|mt-savory|mt-thyme
356,سالاد الویه,mt-smellleaf|mt-mayonnaise|mt-potato|mt-onion|mt-peas|mt-carrot|mt-yogurt|mt-pickledcucumbers|mt-blackpepper|mt-chickenbreastmeat|mt-lemonjuice|mt-turmeric|mt-water|mt-salt|mt-eggs|mt-rosemary|mt-oliveoil
357,دلمه کلم ترکیه,mt-drieddill|mt-liquidoil|mt-salt|mt-clove|mt-cinnamon|mt-water|mt-rice|mt-nutmeg|mt-tomatoes|mt-blackpepper|mt-sugar|mt-tomatopaste|mt-sugar|mt-saffron|mt-liquidoil|mt-onion|mt-lemonjuice|mt-driedmint|mt-almondslice|mt-water|mt-raisins|mt-kale|mt-salt|mt-lemonjuice|mt-water
358,کاسادیا,mt-mozzarellacheese|mt-mayonnaise|mt-turmeric|mt-onion|mt-pitabread|mt-salt|mt-chickenbreastmeat|mt-redpepper|mt-tandoorispice|mt-blackpepper|mt-oliveoil|mt-bellpepper
359,کاناپه پنیر,mt-plainbiscuits|mt-cheese(creamcheese)|mt-mascarponecheese|mt-blackpepper|mt-jafari|mt-cherrytomato
360,کرپ سوخاری اسفناج و پنیر,mt-cheese(creamcheese)|mt-sugar|mt-eggs|mt-breadcrumbflour|mt-salt|mt-spinach|mt-whiteflour|mt-salt|mt-corianderseeds|mt-liquidoil|mt-cowmilk|mt-eggs|mt-water|mt-cowmilk|mt-walnut|mt-salt|mt-blackpepper
361,کرپ سوخاری خرما و گردو,mt-korea|mt-water|mt-push|mt-breadcrumbflour|mt-liquidoil|mt-cowmilk|mt-sugar|mt-eggs|mt-salt|mt-cowmilk|mt-cinnamon|mt-sesame|mt-salt|mt-dates|mt-whiteflour|mt-walnut|mt-eggs
362,کرپ سوخاری گوشت و قارچ,mt-eggs|mt-onion|mt-mincedmeat|mt-salt|mt-mushrooms|mt-bellpepper|mt-eggs|mt-salt|mt-liquidoil|mt-salt|mt-breadcrumbflour|mt-tomatopaste|mt-cowmilk|mt-sugar|mt-turmeric|mt-thyme|mt-blackpepper|mt-liquidoil|mt-whiteflour|mt-cowmilk|mt-water
363,کرپ سوخاری مرغ و قارچ,mt-bellpepper|mt-salt|mt-sugar|mt-liquidoil|mt-turmeric|mt-eggs|mt-chickenbreastmeat|mt-tandoorispice|mt-eggs|mt-redpepper|mt-water|mt-salt|mt-whiteflour|mt-blackpepper|mt-oliveoil|mt-cowmilk|mt-breadcrumbflour|mt-cowmilk|mt-onion|mt-salt
364,کشک و بادمجان,mt-driedmint|mt-whey|mt-turmeric|mt-blackpepper|mt-walnut|mt-onion|mt-eggplant|mt-water|mt-liquidoil|mt-salt|mt-garlic
365,متبل,mt-eggplant|mt-yogurt|mt-oliveoil|mt-lemonjuice|mt-garlic|mt-ardeh
366,کشک و کدو,mt-water|mt-salt|mt-garlic|mt-driedmint|mt-greensquash|mt-turmeric|mt-liquidoil|mt-onion|mt-whey|mt-blackpepper
367,بادمجان شکم پر ایران,mt-corianderseeds|mt-turmeric|mt-salt|mt-mutton|mt-tomatopaste|mt-clove|mt-blackpepper|mt-sourgrapejuice|mt-liquidoil|mt-turmeric|mt-eggplant|mt-blackpepper|mt-salt|mt-bellpepper|mt-onion|mt-garlic|mt-tomatopaste|mt-liquidoil
368,دلمه کلم ایران,mt-mincedmeat|mt-water|mt-salt|mt-garlic|mt-lemonjuice|mt-turmeric|mt-kale|mt-onion|mt-eggplantsalad|mt-sugar|mt-liquidoil|mt-blackpepper|mt-saffron|mt-rice|mt-tomatopaste|mt-water|mt-salt|mt-water|mt-cotyledons|mt-liquidoil
369,سالاد سیب و بروکلی,mt-raisins|mt-liquidoil|mt-honey|mt-mayonnaise|mt-carrot|mt-lemon|mt-cauliflower|mt-salt|mt-onion|mt-appletree|mt-yogurt|mt-walnut
370,چیز کیک شکلاتی,mt-cocoachocolate|mt-vanilla|mt-cowmilk|mt-sugar|mt-whiteflour|mt-eggs|mt-liquidoil|mt-sugar|mt-vanilla|mt-cornstarch|mt-cocoapowder|mt-korea|mt-whiteflour|mt-cowmilk|mt-bakingpowder
371,کاپ کیک با مغز کرمفیل,mt-cocoachocolate|mt-eggs|mt-korea|mt-vanilla|mt-carampyl|mt-cocoapowder|mt-cowmilk|mt-sugar|mt-bakingpowder|mt-whiteflour
372,کاپ کیک نارگیل شکلاتی,mt-cowmilk|mt-vanilla|mt-liquidoil|mt-whiteflour|mt-coconutpowder|mt-cocoapowder|mt-sugar|mt-eggs|mt-bakingpowder
373,کاپ کیک مغزدار,mt-sugarpowder|mt-liquidoil|mt-eggs|mt-eggs|mt-vanilla|mt-coconutpowder|mt-bakingpowder|mt-sugar|mt-cocoapowder|mt-whiteflour|mt-cowmilk
374,کاپ کیک نسکافه,mt-liquidoil|mt-cowmilk|mt-sugar|mt-bakingpowder|mt-whiteflour|mt-nescafepowder|mt-vanilla|mt-eggs
375,نان کندو عسلی,mt-lemonjuice|mt-walnut|mt-salt|mt-bakingpowder|mt-cowmilk|mt-cowmilk|mt-eggs|mt-cheese|mt-sugar|mt-saffron|mt-doughbread|mt-sugar|mt-korea|mt-whiteflour|mt-water|mt-golab|mt-dates
376,سالاد شاورما,mt-potato|mt-jafari|mt-coriander|mt-garlic|mt-lettuce|mt-sumac|mt-lemonjuice|mt-fullfatyogurt|mt-salt|mt-lavashbread|mt-chickenbreastmeat|mt-ardeh|mt-onion
377,کیک آشتی کنون,mt-liquidoil|mt-eggs|mt-sugar|mt-bakingpowder|mt-ardeh|mt-vanilla|mt-sesame|mt-cowmilk|mt-whiteflour
378,کیک آفتاب,mt-push|mt-sugar|mt-yogurt|mt-cowmilk|mt-bakingpowder|mt-eggs|mt-salt|mt-saffron|mt-vanilla|mt-whiteflour|mt-liquidoil|mt-concentratedhoneymilk|mt-push|mt-saffron
379,کیک براونی,mt-bakingpowder|mt-cocoapowder|mt-eggs|mt-whiteflour|mt-sugar|mt-korea|mt-water|mt-vanilla
380,کیک خیس شکلاتی,mt-cowmilk|mt-whiteflour|mt-cocoapowder|mt-eggs|mt-liquidoil|mt-sugar|mt-vanilla|mt-bakingpowder
381,کیک خیس کاراملی,mt-sugar|mt-bakingpowder|mt-eggs|mt-cowmilk|mt-caramelcream|mt-whiteflour|mt-liquidoil|mt-vanilla
382,کیک دارچینی,mt-vanilla|mt-whiteflour|mt-cinnamon|mt-bakingpowder|mt-blacktea|mt-sugar|mt-liquidoil|mt-eggs
383,کیک زمستانه,mt-gingerpowder|mt-yogurt|mt-liquidoil|mt-bakingpowder|mt-sugar|mt-whiteflour|mt-bakingsoda|mt-vanilla|mt-eggs
384,کیک شکلاتی با سس گاناش,mt-cocoachocolate|mt-sugar|mt-cream|mt-whiteflour|mt-cocoapowder|mt-vanilla|mt-bakingpowder|mt-eggs|mt-liquidoil|mt-water
385,کیک شکلاتی پنبه‌ای,mt-cocoapowder|mt-liquidoil|mt-whiteflour|mt-water|mt-vanilla|mt-eggs|mt-bakingpowder|mt-sugar
386,کیک شنی,mt-liquidoil|mt-push|mt-yogurt|mt-eggs|mt-concentratedhoneymilk|mt-coconutpowder|mt-sugar|mt-bakingpowder|mt-whiteflour
387,کیک صبحانه ویژه,mt-bakingpowder|mt-eggs|mt-vanilla|mt-sugar|mt-whiteflour|mt-cream|mt-liquidoil
388,کیک طلا,mt-saffron|mt-cowmilk|mt-eggs|mt-sugar|mt-liquidoil|mt-sesame|mt-bakingpowder|mt-vanilla|mt-whiteflour
389,کیک غنچه,mt-sugar|mt-vanilla|mt-bakingpowder|mt-liquidoil|mt-golab|mt-eggs|mt-whiteflour
390,کیک گرمسیری,mt-push|mt-coconutpowder|mt-sugarpowder|mt-sugar|mt-saffron|mt-korea|mt-eggs|mt-water|mt-whiteflour|mt-golab|mt-bakingpowder|mt-vanilla
391,کیک ماسالا,mt-whiteflour|mt-cowmilk|mt-cinnamon|mt-eggs|mt-cocoapowder|mt-nutmeg|mt-clove|mt-golab|mt-bakingpowder|mt-bakingsoda|mt-liquidoil|mt-gingerpowder|mt-push|mt-sugar
392,کیک مغزدار پسته و هل,mt-korea|mt-cowmilk|mt-sugar|mt-golab|mt-sugar|mt-whiteflour|mt-bakingpowder|mt-pistachio|mt-push|mt-eggs|mt-push
393,کیک ژله‌ای موزی,mt-cowmilk|mt-essentialoil|mt-liquidoil|mt-sugar|mt-whiteflour|mt-bakingpowder|mt-eggs|mt-gelpowder
394,کیک نسکافه و قهوه,mt-whiteflour|mt-liquidoil|mt-cowmilk|mt-bakingpowder|mt-korea|mt-eggs|mt-vanilla|mt-nescafepowder|mt-coffee|mt-sugar
395,کیک هویج و گردو,mt-walnut|mt-sugar|mt-bakingpowder|mt-vanilla|mt-carrot|mt-salt|mt-liquidoil|mt-whiteflour|mt-cinnamon|mt-eggs
396,کیک یزدی اصیل,mt-sugar|mt-eggs|mt-yogurt|mt-solidoil|mt-bakingsoda|mt-liquidoil|mt-whiteflour|mt-push
397,لوف کیک دو رنگ,mt-sugar|mt-yogurt|mt-bakingpowder|mt-cocoapowder|mt-vanilla|mt-yogurt|mt-eggs|mt-golab|mt-whiteflour|mt-liquidoil|mt-sesame
398,لوف کیک عصرانه,mt-vanilla|mt-whiteflour|mt-salt|mt-sugar|mt-liquidoil|mt-eggs|mt-cowmilk|mt-bakingpowder
399,ساندویچ ژامبون,mt-lettuce|mt-tomatoes|mt-olive|mt-ham|mt-toast
400,تست قارچ,mt-blackpepper|mt-mushrooms|mt-korea|mt-garlic|mt-cream|mt-salt|mt-toast|mt-scallion
401,سالاد گل کلم,mt-mayonnaise|mt-almond|mt-salt|mt-whiteflour|mt-cauliflower|mt-onion|mt-thyme|mt-cowmilk|mt-korea|mt-coriander|mt-redpepper|mt-salt
402,باقالی پلو با ماهیچه,mt-garlic|mt-onion|mt-saffron|mt-bean|mt-blackpepper|mt-drieddill|mt-salt|mt-water|mt-muscles|mt-rice|mt-cinnamon|mt-liquidoil
403,چای شیر هندی,mt-blacktea|mt-water|mt-sugar|mt-cowmilk
404,باقالی پلو,mt-saffron|mt-salt|mt-bean|mt-water|mt-drieddill|mt-rice|mt-liquidoil|mt-cinnamon
405,باقالی پلو با مرغ,mt-cinnamon|mt-turmeric|mt-onion|mt-cinnamon|mt-saffron|mt-smellleaf|mt-liquidoil|mt-salt|mt-push|mt-chickenbreastmeat|mt-drieddill|mt-blackpepper|mt-rice|mt-water|mt-bean
